10		10		10		10	
GK Gruppe3 Versuch 3001:10_UV		GK Gruppe3 Versuch 3001:10_Cond		GK Gruppe3 Versuch 3001:10_Pressure		GK Gruppe3 Versuch 3001:10_Fractions	
ml	 mAU	ml	 mS/cm	ml	 MPa	ml	(Fractions)
   0,000	   -0,515000	   0,000	   19,464000	   0,000	    0,000000	   1,010	 "1"
   0,032	   -0,106000	   0,032	   19,380000	   0,032	    0,540000	   8,010	 "2"
   0,064	    0,251000	   0,065	   19,303000	   0,065	    0,550000	  10,550	 "3"
   0,096	    3,962000	   0,097	   19,249000	   0,097	    0,550000	  11,150	 "4"
   0,128	    6,132000	   0,130	   19,208000	   0,130	    0,560000	  11,400	 "5"
   0,160	    5,083000	   0,162	   19,172000	   0,162	    0,560000	  18,400	 "6"
   0,192	    4,025000	   0,195	   19,140000	   0,195	    0,570000	  25,400	 "7"
   0,224	    3,199000	   0,227	   19,110000	   0,227	    0,580000	         	            
   0,256	    2,678000	   0,260	   19,083000	   0,260	    0,590000	         	            
   0,288	    2,312000	   0,292	   19,058000	   0,292	    0,590000	         	            
   0,320	    2,048000	   0,325	   19,038000	   0,325	    0,600000	         	            
   0,352	    1,821000	   0,357	   19,016000	   0,357	    0,600000	         	            
   0,383	    1,605000	   0,390	   18,996000	   0,390	    0,600000	         	            
   0,415	    1,406000	   0,422	   18,977000	   0,422	    0,610000	         	            
   0,447	    1,227000	   0,455	   18,961000	   0,455	    0,610000	         	            
   0,479	    1,055000	   0,487	   18,944000	   0,487	    0,600000	         	            
   0,511	    0,907000	   0,520	   18,929000	   0,520	    0,610000	         	            
   0,543	    0,783000	   0,552	   18,915000	   0,552	    0,620000	         	            
   0,575	    0,670000	   0,584	   18,901000	   0,584	    0,600000	         	            
   0,607	    0,566000	   0,617	   18,888000	   0,617	    0,620000	         	            
   0,639	    0,476000	   0,649	   18,875000	   0,649	    0,610000	         	            
   0,671	    0,389000	   0,682	   18,863000	   0,682	    0,610000	         	            
   0,703	    0,320000	   0,714	   18,852000	   0,714	    0,610000	         	            
   0,735	    0,260000	   0,747	   18,843000	   0,747	    0,610000	         	            
   0,767	    0,205000	   0,779	   18,833000	   0,779	    0,610000	         	            
   0,799	    0,154000	   0,812	   18,824000	   0,812	    0,610000	         	            
   0,831	    0,105000	   0,844	   18,816000	   0,844	    0,610000	         	            
   0,863	    0,064000	   0,877	   18,809000	   0,877	    0,610000	         	            
   0,895	    0,029000	   0,909	   18,802000	   0,909	    0,610000	         	            
   0,927	   -0,004000	   0,942	   18,795000	   0,942	    0,620000	         	            
   0,959	   -0,037000	   0,974	   18,789000	   0,974	    0,610000	         	            
   0,991	   -0,064000	   1,007	   18,784000	   1,007	    0,600000	         	            
   1,023	   -0,086000	   1,039	   18,780000	   1,039	    0,610000	         	            
   1,055	   -0,107000	   1,072	   18,775000	   1,072	    0,610000	         	            
   1,086	   -0,129000	   1,104	   18,772000	   1,104	    0,620000	         	            
   1,118	   -0,148000	   1,136	   18,767000	   1,136	    0,600000	         	            
   1,150	   -0,167000	   1,169	   18,765000	   1,169	    0,610000	         	            
   1,182	   -0,184000	   1,201	   18,761000	   1,201	    0,620000	         	            
   1,214	   -0,202000	   1,234	   18,758000	   1,234	    0,610000	         	            
   1,246	   -0,214000	   1,266	   18,753000	   1,266	    0,620000	         	            
   1,278	   -0,225000	   1,299	   18,752000	   1,299	    0,620000	         	            
   1,310	   -0,237000	   1,331	   18,750000	   1,331	    0,610000	         	            
   1,342	   -0,249000	   1,364	   18,750000	   1,364	    0,610000	         	            
   1,374	   -0,257000	   1,396	   18,749000	   1,396	    0,620000	         	            
   1,406	   -0,264000	   1,429	   18,750000	   1,429	    0,620000	         	            
