10		10		10		10	
GK Grupp3 Versuch2001:10_UV		GK Grupp3 Versuch2001:10_Cond		GK Grupp3 Versuch2001:10_Pressure		GK Grupp3 Versuch2001:10_Fractions	
ml	 mAU	ml	 mS/cm	ml	 MPa	ml	(Fractions)
   2,309	   -1,482000	   2,378	   18,809000	   2,378	    0,620000	         	            
   2,343	   -1,479000	   2,413	   18,808000	   2,413	    0,630000	         	            
   2,377	   -1,479000	   2,448	   18,810000	   2,448	    0,630000	         	            
   2,411	   -1,481000	   2,483	   18,811000	   2,483	    0,620000	         	            
   2,445	   -1,481000	   2,518	   18,813000	   2,518	    0,630000	         	            
   2,479	   -1,484000	   2,553	   18,813000	   2,553	    0,620000	         	            
   2,513	   -1,487000	   2,588	   18,815000	   2,588	    0,620000	         	            
   2,547	   -1,486000	   2,623	   18,817000	   2,623	    0,610000	         	            
   2,581	   -1,488000	   2,658	   18,820000	   2,658	    0,630000	         	            
   2,615	   -1,488000	   2,693	   18,821000	   2,693	    0,620000	         	            
   2,649	   -1,493000	   2,728	   18,823000	   2,728	    0,620000	         	            
   2,683	   -1,491000	   2,763	   18,826000	   2,763	    0,620000	         	            
   2,717	   -1,489000	   2,798	   18,828000	   2,798	    0,630000	         	            
   2,751	   -1,489000	   2,833	   18,829000	   2,833	    0,620000	         	            
   2,785	   -1,492000	   2,868	   18,831000	   2,868	    0,620000	         	            
   2,819	   -1,489000	   2,902	   18,834000	   2,902	    0,610000	         	            
   2,853	   -1,487000	   2,937	   18,836000	   2,937	    0,630000	         	            
   2,887	   -1,486000	   2,972	   18,838000	   2,972	    0,610000	         	            
   2,921	   -1,488000	   3,007	   18,840000	   3,007	    0,620000	         	            
   2,954	   -1,491000	   3,042	   18,841000	   3,042	    0,620000	         	            
   2,988	   -1,491000	   3,077	   18,843000	   3,077	    0,620000	         	            
   3,022	   -1,491000	   3,112	   18,844000	   3,112	    0,620000	         	            
   3,056	   -1,486000	   3,147	   18,846000	   3,147	    0,620000	         	            
   3,090	   -1,484000	   3,182	   18,847000	   3,182	    0,620000	         	            
   3,124	   -1,487000	   3,217	   18,848000	   3,217	    0,630000	         	            
   3,158	   -1,484000	   3,252	   18,848000	   3,252	    0,630000	         	            
   3,192	   -1,483000	   3,287	   18,849000	   3,287	    0,620000	         	            
   3,226	   -1,482000	   3,322	   18,851000	   3,322	    0,610000	         	            
   3,260	   -1,482000	   3,357	   18,853000	   3,357	    0,630000	         	            
   3,294	   -1,479000	   3,392	   18,854000	   3,392	    0,620000	         	            
   3,328	   -1,479000	   3,427	   18,854000	   3,427	    0,620000	         	            
   3,362	   -1,476000	   3,462	   18,853000	   3,462	    0,620000	         	            
   3,396	   -1,471000	   3,497	   18,854000	   3,497	    0,620000	         	            
   3,430	   -1,470000	   3,532	   18,855000	   3,532	    0,610000	         	            
   3,464	   -1,473000	   3,567	   18,857000	   3,567	    0,620000	         	            
   3,498	   -1,475000	   3,602	   18,859000	   3,602	    0,620000	         	            
   3,532	   -1,474000	   3,637	   18,862000	   3,637	    0,620000	         	            
   3,566	   -1,472000	   3,672	   18,863000	   3,672	    0,620000	         	            
   3,600	   -1,466000	   3,707	   18,864000	   3,707	    0,630000	         	            
   3,634	   -1,465000	   3,742	   18,865000	   3,742	    0,620000	         	            
   3,668	   -1,463000	   3,777	   18,865000	   3,777	    0,620000	         	            
   3,702	   -1,457000	   3,812	   18,865000	   3,812	    0,620000	         	            
   3,736	   -1,453000	   3,847	   18,865000	   3,847	    0,620000	         	            
   3,769	   -1,450000	   3,882	   18,864000	   3,882	    0,620000	         	            
   3,803	   -1,446000	   3,917	   18,863000	   3,917	    0,620000	         	            
   3,837	   -1,442000	   3,952	   18,864000	   3,952	    0,620000	         	            
   3,871	   -1,442000	   3,987	   18,864000	   3,987	    0,620000	         	            
   3,905	   -1,438000	   4,022	   18,864000	   4,022	    0,610000	         	            
   3,939	   -1,436000	   4,056	   18,864000	   4,056	    0,630000	         	            
   3,973	   -1,434000	   4,091	   18,864000	   4,091	    0,620000	         	            
   4,007	   -1,431000	   4,126	   18,865000	   4,126	    0,620000	         	            
   4,041	   -1,426000	   4,161	   18,864000	   4,161	    0,630000	         	            
   4,075	   -1,420000	   4,196	   18,863000	   4,196	    0,630000	         	            
   4,109	   -1,418000	   4,231	   18,863000	   4,231	    0,610000	         	            
   4,143	   -1,413000	   4,266	   18,863000	   4,266	    0,620000	         	            
   4,177	   -1,408000	   4,301	   18,862000	   4,301	    0,620000	         	            
   4,211	   -1,404000	   4,336	   18,861000	   4,336	    0,620000	         	            
   4,245	   -1,401000	   4,371	   18,860000	   4,371	    0,620000	         	            
   4,279	   -1,399000	   4,406	   18,859000	   4,406	    0,630000	         	            
   4,313	   -1,394000	   4,441	   18,858000	   4,441	    0,620000	         	            
   4,347	   -1,389000	   4,476	   18,858000	   4,476	    0,620000	         	            
   4,381	   -1,383000	   4,511	   18,858000	   4,511	    0,630000	         	            
   4,415	   -1,380000	   4,546	   18,857000	   4,546	    0,620000	         	            
   4,449	   -1,373000	   4,581	   18,856000	   4,581	    0,620000	         	            
   4,483	   -1,368000	   4,616	   18,856000	   4,616	    0,620000	         	            
   4,517	   -1,361000	   4,651	   18,855000	   4,651	    0,630000	         	            
   4,551	   -1,355000	   4,686	   18,854000	   4,686	    0,620000	         	            
   4,585	   -1,351000	   4,721	   18,852000	   4,721	    0,620000	         	            
   4,618	   -1,347000	   4,756	   18,852000	   4,756	    0,620000	         	            
   4,652	   -1,344000	   4,791	   18,851000	   4,791	    0,620000	         	            
   4,686	   -1,339000	   4,826	   18,851000	   4,826	    0,620000	         	            
   4,720	   -1,331000	   4,861	   18,850000	   4,861	    0,630000	         	            
   4,754	   -1,330000	   4,896	   18,848000	   4,896	    0,620000	         	            
   4,788	   -1,325000	   4,931	   18,848000	   4,931	    0,620000	         	            
   4,822	   -1,317000	   4,966	   18,846000	   4,966	    0,610000	         	            
   4,856	   -1,316000	   5,001	   18,846000	   5,001	    0,630000	         	            
   4,890	   -1,304000	   5,036	   18,845000	   5,036	    0,630000	         	            
   4,924	   -1,297000	   5,071	   18,845000	   5,071	    0,630000	         	            
   4,958	   -1,293000	   5,106	   18,844000	   5,106	    0,630000	         	            
   4,992	   -1,289000	   5,141	   18,845000	   5,141	    0,620000	         	            
   5,026	   -1,281000	   5,176	   18,845000	   5,176	    0,620000	         	            
   5,060	   -1,272000	   5,210	   18,845000	   5,210	    0,630000	         	            
   5,094	   -1,262000	   5,245	   18,844000	   5,245	    0,620000	         	            
   5,128	   -1,255000	   5,280	   18,844000	   5,280	    0,620000	         	            
   5,162	   -1,248000	   5,315	   18,845000	   5,315	    0,620000	         	            
   5,196	   -1,240000	   5,350	   18,844000	   5,350	    0,630000	         	            
   5,230	   -1,230000	   5,385	   18,843000	   5,385	    0,620000	         	            
   5,264	   -1,225000	   5,420	   18,843000	   5,420	    0,630000	         	            
   5,298	   -1,215000	   5,455	   18,843000	   5,455	    0,630000	         	            
   5,332	   -1,201000	   5,490	   18,843000	   5,490	    0,630000	         	            
   5,366	   -1,190000	   5,525	   18,844000	   5,525	    0,630000	         	            
   5,400	   -1,178000	   5,560	   18,844000	   5,560	    0,630000	         	            
   5,434	   -1,171000	   5,595	   18,844000	   5,595	    0,620000	         	            
   5,467	   -1,158000	   5,630	   18,843000	   5,630	    0,630000	         	            
   5,501	   -1,144000	   5,665	   18,843000	   5,665	    0,620000	         	            
   5,535	   -1,129000	   5,700	   18,843000	   5,700	    0,620000	         	            
   5,569	   -1,116000	   5,735	   18,843000	   5,735	    0,620000	         	            
   5,603	   -1,100000	   5,770	   18,842000	   5,770	    0,630000	         	            
   5,637	   -1,084000	   5,805	   18,842000	   5,805	    0,630000	         	            
   5,671	   -1,065000	   5,840	   18,842000	   5,840	    0,620000	         	            
   5,705	   -1,051000	   5,875	   18,842000	   5,875	    0,620000	         	            
   5,739	   -1,035000	   5,910	   18,844000	   5,910	    0,630000	         	            
   5,773	   -1,013000	   5,945	   18,846000	   5,945	    0,620000	         	            
   5,807	   -0,990000	   5,980	   18,847000	   5,980	    0,620000	         	            
   5,841	   -0,968000	   6,015	   18,849000	   6,015	    0,630000	         	            
   5,875	   -0,944000	   6,050	   18,850000	   6,050	    0,620000	         	            
   5,909	   -0,918000	   6,085	   18,850000	   6,085	    0,620000	         	            
   5,943	   -0,891000	   6,120	   18,851000	   6,120	    0,620000	         	            
   5,977	   -0,870000	   6,155	   18,852000	   6,155	    0,620000	         	            
   6,011	   -0,842000	   6,190	   18,852000	   6,190	    0,620000	         	            
   6,045	   -0,811000	   6,225	   18,852000	   6,225	    0,630000	         	            
   6,079	   -0,777000	   6,260	   18,853000	   6,260	    0,630000	         	            
   6,113	   -0,743000	   6,295	   18,854000	   6,295	    0,620000	         	            
   6,147	   -0,704000	   6,330	   18,853000	   6,330	    0,620000	         	            
   6,181	   -0,659000	   6,364	   18,853000	   6,364	    0,620000	         	            
   6,215	   -0,611000	   6,399	   18,852000	   6,399	    0,630000	         	            
   6,249	   -0,558000	   6,434	   18,851000	   6,434	    0,630000	         	            
   6,282	   -0,491000	   6,469	   18,849000	   6,469	    0,630000	         	            
   6,316	   -0,409000	   6,504	   18,849000	   6,504	    0,620000	         	            
   6,350	   -0,301000	   6,539	   18,849000	   6,539	    0,630000	         	            
   6,384	   -0,145000	   6,574	   18,849000	   6,574	    0,630000	         	            
   6,418	    0,086000	   6,609	   18,849000	   6,609	    0,630000	         	            
   6,452	    0,433000	   6,644	   18,850000	   6,644	    0,620000	         	            
   6,486	    0,966000	   6,679	   18,850000	   6,679	    0,620000	         	            
   6,520	    1,775000	   6,714	   18,851000	   6,714	    0,620000	         	            
   6,554	    3,010000	   6,749	   18,850000	   6,749	    0,630000	         	            
   6,588	    4,818000	   6,784	   18,851000	   6,784	    0,620000	         	            
   6,622	    7,410000	   6,819	   18,851000	   6,819	    0,630000	         	            
   6,656	   10,979000	   6,854	   18,851000	   6,854	    0,620000	         	            
   6,690	   15,668000	   6,889	   18,850000	   6,889	    0,620000	         	            
   6,724	   21,474000	   6,924	   18,849000	   6,924	    0,620000	         	            
   6,758	   28,512000	   6,959	   18,849000	   6,959	    0,630000	         	            
   6,792	   36,696000	   6,994	   18,848000	   6,994	    0,630000	         	            
   6,826	   45,886000	   7,029	   18,847000	   7,029	    0,630000	         	            
   6,860	   56,199000	   7,064	   18,846000	   7,064	    0,630000	         	            
   6,894	   67,742000	   7,099	   18,845000	   7,099	    0,620000	         	            
   6,928	   80,483000	   7,134	   18,846000	   7,134	    0,620000	         	            
   6,962	   94,169000	   7,169	   18,844000	   7,169	    0,630000	         	            
   6,996	  107,828000	   7,204	   18,843000	   7,204	    0,620000	         	            
   7,030	  121,325000	   7,239	   18,841000	   7,239	    0,620000	         	            
   7,064	  133,671000	   7,274	   18,840000	   7,274	    0,620000	         	            
   7,098	  144,713000	   7,309	   18,838000	   7,309	    0,620000	         	            
   7,131	  154,762000	   7,344	   18,838000	   7,344	    0,620000	         	            
   7,165	  164,625000	   7,379	   18,836000	   7,379	    0,620000	         	            
   7,199	  175,625000	   7,414	   18,834000	   7,414	    0,630000	         	            
   7,233	  189,507000	   7,449	   18,832000	   7,449	    0,620000	         	            
   7,267	  206,466000	   7,484	   18,832000	   7,484	    0,630000	         	            
   7,301	  224,307000	   7,518	   18,831000	   7,518	    0,620000	         	            
   7,335	  239,595000	   7,553	   18,830000	   7,553	    0,620000	         	            
   7,369	  248,667000	   7,588	   18,828000	   7,588	    0,630000	         	            
   7,403	  250,112000	   7,623	   18,827000	   7,623	    0,630000	         	            
   7,437	  245,453000	   7,658	   18,826000	   7,658	    0,630000	         	            
   7,471	  237,384000	   7,693	   18,826000	   7,693	    0,620000	         	            
   7,505	  228,316000	   7,728	   18,826000	   7,728	    0,620000	         	            
   7,539	  220,135000	   7,763	   18,826000	   7,763	    0,630000	         	            
   7,573	  213,348000	   7,798	   18,825000	   7,798	    0,620000	         	            
   7,607	  207,850000	   7,833	   18,824000	   7,833	    0,620000	         	            
   7,641	  203,035000	   7,868	   18,825000	   7,868	    0,620000	         	            
   7,675	  198,370000	   7,903	   18,824000	   7,903	    0,620000	         	            
   7,709	  193,410000	   7,938	   18,823000	   7,938	    0,630000	         	            
   7,743	  188,240000	   7,973	   18,823000	   7,973	    0,620000	         	            
   7,777	  182,452000	   8,008	   18,824000	   8,008	    0,630000	         	            
   7,811	  176,277000	   8,043	   18,825000	   8,043	    0,630000	         	            
   7,845	  170,111000	   8,078	   18,825000	   8,078	    0,630000	         	            
   7,879	  163,397000	   8,113	   18,825000	   8,113	    0,630000	         	            
   7,913	  157,499000	   8,148	   18,825000	   8,148	    0,630000	         	            
   7,946	  151,489000	   8,183	   18,825000	   8,183	    0,620000	         	            
   7,980	  145,819000	   8,218	   18,824000	   8,218	    0,630000	         	            
   8,014	  140,806000	   8,253	   18,823000	   8,253	    0,620000	         	            
   8,048	  136,191000	   8,288	   18,822000	   8,288	    0,620000	         	            
   8,082	  131,900000	   8,323	   18,823000	   8,323	    0,620000	         	            
   8,116	  128,071000	   8,358	   18,823000	   8,358	    0,630000	         	            
   8,150	  124,597000	   8,393	   18,824000	   8,393	    0,620000	         	            
   8,184	  121,277000	   8,428	   18,824000	   8,428	    0,610000	         	            
   8,218	  118,106000	   8,463	   18,825000	   8,463	    0,620000	         	            
   8,252	  115,002000	   8,498	   18,825000	   8,498	    0,620000	         	            
   8,286	  111,908000	   8,533	   18,825000	   8,533	    0,630000	         	            
   8,320	  108,794000	   8,568	   18,824000	   8,568	    0,630000	         	            
   8,354	  105,677000	   8,603	   18,825000	   8,603	    0,630000	         	            
   8,388	  102,536000	   8,638	   18,825000	   8,638	    0,630000	         	            
   8,422	   99,494000	   8,672	   18,826000	   8,672	    0,630000	         	            
   8,456	   96,588000	   8,707	   18,829000	   8,707	    0,630000	         	            
   8,490	   93,781000	   8,742	   18,830000	   8,742	    0,630000	         	            
   8,524	   91,132000	   8,777	   18,833000	   8,777	    0,630000	         	            
   8,558	   88,591000	   8,812	   18,836000	   8,812	    0,640000	         	            
   8,592	   86,302000	   8,847	   18,839000	   8,847	    0,630000	         	            
   8,626	   84,232000	   8,882	   18,843000	   8,882	    0,630000	         	            
   8,660	   82,527000	   8,917	   18,846000	   8,917	    0,640000	         	            
   8,694	   80,979000	   8,952	   18,848000	   8,952	    0,630000	         	            
   8,728	   79,764000	   8,987	   18,849000	   8,987	    0,630000	         	            
   8,762	   79,262000	   9,022	   18,849000	   9,022	    0,630000	         	            
   8,795	   79,149000	   9,057	   18,849000	   9,057	    0,640000	         	            
   8,829	   79,696000	   9,092	   18,849000	   9,092	    0,630000	         	            
   8,863	   81,006000	   9,127	   18,848000	   9,127	    0,630000	         	            
   8,897	   83,158000	   9,162	   18,847000	   9,162	    0,630000	         	            
   8,931	   86,298000	   9,197	   18,847000	   9,197	    0,630000	         	            
   8,965	   90,392000	   9,232	   18,846000	   9,232	    0,630000	         	            
   8,999	   95,461000	   9,267	   18,845000	   9,267	    0,640000	         	            
   9,033	  101,230000	   9,302	   18,843000	   9,302	    0,640000	         	            
   9,067	  107,606000	   9,337	   18,841000	   9,337	    0,630000	         	            
   9,101	  114,211000	   9,372	   18,840000	   9,372	    0,630000	         	            
   9,135	  120,616000	   9,407	   18,838000	   9,407	    0,640000	         	            
   9,169	  126,536000	   9,442	   18,838000	   9,442	    0,630000	         	            
   9,203	  131,665000	   9,477	   18,836000	   9,477	    0,630000	         	            
   9,237	  135,766000	   9,512	   18,836000	   9,512	    0,630000	         	            
   9,271	  138,791000	   9,547	   18,837000	   9,547	    0,640000	         	            
   9,305	  140,644000	   9,582	   18,838000	   9,582	    0,640000	         	            
   9,339	  141,565000	   9,617	   18,838000	   9,617	    0,630000	         	            
   9,373	  141,707000	   9,652	   18,839000	   9,652	    0,630000	         	            
   9,407	  141,297000	   9,687	   18,839000	   9,687	    0,630000	         	            
   9,441	  140,581000	   9,722	   18,839000	   9,722	    0,630000	         	            
   9,475	  139,831000	   9,757	   18,838000	   9,757	    0,630000	         	            
   9,509	  139,240000	   9,792	   18,839000	   9,792	    0,630000	         	            
   9,543	  139,026000	   9,826	   18,839000	   9,826	    0,630000	         	            
   9,577	  139,343000	   9,861	   18,838000	   9,861	    0,630000	         	            
   9,611	  140,147000	   9,896	   18,837000	   9,896	    0,630000	         	            
   9,644	  141,447000	   9,931	   18,837000	   9,931	    0,640000	         	            
   9,678	  142,931000	   9,966	   18,837000	   9,966	    0,630000	         	            
   9,712	  144,525000	  10,001	   18,837000	  10,001	    0,630000	         	            
   9,746	  146,108000	  10,036	   18,838000	  10,036	    0,640000	         	            
   9,780	  147,432000	  10,071	   18,838000	  10,071	    0,640000	         	            
   9,814	  148,371000	  10,106	   18,836000	  10,106	    0,630000	         	            
   9,848	  148,988000	  10,141	   18,835000	  10,141	    0,630000	         	            
   9,882	  149,435000	  10,176	   18,832000	  10,176	    0,640000	         	            
   9,916	  149,891000	  10,211	   18,830000	  10,211	    0,630000	         	            
   9,950	  150,661000	  10,246	   18,826000	  10,246	    0,640000	         	            
   9,984	  152,114000	  10,281	   18,821000	  10,281	    0,630000	         	            
  10,018	  154,499000	  10,316	   18,811000	  10,316	    0,630000	         	            
  10,052	  158,328000	  10,351	   18,799000	  10,351	    0,630000	         	            
  10,086	  164,087000	  10,386	   18,783000	  10,386	    0,640000	         	            
  10,120	  173,030000	  10,421	   18,764000	  10,421	    0,640000	         	            
  10,154	  186,775000	  10,456	   18,745000	  10,456	    0,640000	         	            
  10,188	  207,968000	  10,491	   18,720000	  10,491	    0,630000	         	            
  10,222	  240,782000	  10,526	   18,696000	  10,526	    0,630000	         	            
  10,256	  290,860000	  10,561	   18,673000	  10,561	    0,640000	         	            
  10,290	  362,538000	  10,596	   18,652000	  10,596	    0,630000	         	            
  10,324	  461,225000	  10,631	   18,633000	  10,631	    0,630000	         	            
  10,358	  587,416000	  10,666	   18,616000	  10,666	    0,640000	         	            
  10,392	  737,742000	  10,701	   18,600000	  10,701	    0,630000	         	            
  10,426	  901,168000	  10,736	   18,584000	  10,736	    0,640000	         	            
  10,459	 1065,865000	  10,771	   18,570000	  10,771	    0,630000	         	            
  10,493	 1219,393000	  10,806	   18,558000	  10,806	    0,640000	         	            
  10,527	 1352,205000	  10,841	   18,548000	  10,841	    0,630000	         	            
  10,561	 1458,642000	  10,876	   18,538000	  10,876	    0,640000	         	            
  10,595	 1538,138000	  10,911	   18,532000	  10,911	    0,650000	         	            
  10,629	 1593,657000	  10,946	   18,527000	  10,946	    0,630000	         	            
  10,663	 1627,450000	  10,980	   18,526000	  10,980	    0,630000	         	            
  10,697	 1645,307000	  11,015	   18,526000	  11,015	    0,640000	         	            
  10,731	 1651,221000	  11,050	   18,529000	  11,050	    0,630000	         	            
  10,765	 1648,109000	  11,085	   18,534000	  11,085	    0,630000	         	            
  10,799	 1638,034000	  11,120	   18,540000	  11,120	    0,630000	         	            
  10,833	 1623,253000	  11,155	   18,549000	  11,155	    0,630000	         	            
  10,867	 1604,099000	  11,190	   18,560000	  11,190	    0,630000	         	            
  10,901	 1580,377000	  11,225	   18,571000	  11,225	    0,620000	         	            
  10,935	 1552,923000	  11,260	   18,585000	  11,260	    0,640000	         	            
  10,969	 1522,999000	  11,295	   18,601000	  11,295	    0,630000	         	            
  11,003	 1490,901000	  11,330	   18,620000	  11,330	    0,630000	         	            
  11,037	 1455,712000	  11,365	   18,639000	  11,365	    0,630000	         	            
  11,071	 1417,374000	  11,400	   18,661000	  11,400	    0,630000	         	            
  11,105	 1375,475000	  11,435	   18,682000	  11,435	    0,620000	         	            
  11,139	 1328,964000	  11,470	   18,703000	  11,470	    0,630000	         	            
  11,173	 1273,633000	  11,505	   18,724000	  11,505	    0,620000	         	            
  11,207	 1213,388000	  11,540	   18,743000	  11,540	    0,630000	         	            
  11,241	 1143,619000	  11,575	   18,760000	  11,575	    0,620000	         	            
  11,275	 1067,524000	  11,610	   18,776000	  11,610	    0,630000	         	            
  11,308	  982,780000	  11,645	   18,791000	  11,645	    0,620000	         	            
  11,342	  897,336000	  11,680	   18,806000	  11,680	    0,630000	         	            
  11,376	  810,460000	  11,715	   18,818000	  11,715	    0,620000	         	            
  11,410	  723,180000	  11,750	   18,829000	  11,750	    0,630000	         	            
  11,444	  640,760000	  11,785	   18,838000	  11,785	    0,620000	         	            
  11,478	  563,206000	  11,820	   18,846000	  11,820	    0,630000	         	            
  11,512	  490,464000	  11,855	   18,854000	  11,855	    0,620000	         	            
  11,546	  424,823000	  11,890	   18,861000	  11,890	    0,630000	         	            
  11,580	  365,579000	  11,925	   18,868000	  11,925	    0,630000	         	            
  11,614	  312,911000	  11,960	   18,874000	  11,960	    0,630000	         	            
  11,648	  266,145000	  11,995	   18,877000	  11,995	    0,620000	         	            
  11,682	  225,330000	  12,030	   18,881000	  12,030	    0,620000	         	            
  11,716	  189,846000	  12,065	   18,884000	  12,065	    0,630000	         	            
  11,750	  159,330000	  12,100	   18,887000	  12,100	    0,630000	         	            
  11,784	  133,263000	  12,134	   18,889000	  12,134	    0,630000	         	            
  11,818	  111,313000	  12,169	   18,890000	  12,169	    0,640000	         	            
  11,852	   93,162000	  12,204	   18,890000	  12,204	    0,630000	         	            
  11,886	   78,093000	  12,239	   18,890000	  12,239	    0,620000	         	            
  11,920	   65,519000	  12,274	   18,889000	  12,274	    0,630000	         	            
  11,954	   55,205000	  12,309	   18,889000	  12,309	    0,630000	         	            
  11,988	   46,724000	  12,344	   18,888000	  12,344	    0,620000	         	            
  12,022	   39,753000	  12,379	   18,887000	  12,379	    0,630000	         	            
  12,056	   34,023000	  12,414	   18,886000	  12,414	    0,620000	         	            
  12,090	   29,336000	  12,449	   18,884000	  12,449	    0,630000	         	            
  12,124	   25,534000	  12,484	   18,883000	  12,484	    0,620000	         	            
  12,157	   22,416000	  12,519	   18,883000	  12,519	    0,640000	         	            
  12,191	   19,840000	  12,554	   18,884000	  12,554	    0,630000	         	            
  12,225	   17,747000	  12,589	   18,883000	  12,589	    0,620000	         	            
  12,259	   16,019000	  12,624	   18,883000	  12,624	    0,620000	         	            
  12,293	   14,588000	  12,659	   18,883000	  12,659	    0,630000	         	            
  12,327	   13,389000	  12,694	   18,882000	  12,694	    0,620000	         	            
